invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I175050,C307220,Female,45,Clothing,5,1500.4,Cash,10-11-2022,Metropol AVM
I175051,C146644,Female,21,Food & Beverage,5,26.15,Cash,20-04-2022,Istinye Park
I175053,C501748,Female,31,Cosmetics,3,121.98,Credit Card,30-10-2021,Istinye Park
I175055,C215558,Female,44,Cosmetics,5,203.3,Credit Card,31-07-2021,Metropol AVM
I175058,C105433,Female,25,Shoes,3,1800.51,Cash,04-03-2023,Kanyon
I175060,C290214,Female,40,Cosmetics,4,162.64,Cash,05-06-2021,Cevahir AVM
I175061,C185991,Male,59,Clothing,1,300.08,Cash,15-10-2021,Cevahir AVM
I175065,C289469,Female,28,Clothing,4,1200.32,Credit Card,16-03-2021,Zorlu Center
I175066,C173234,Male,21,Food & Beverage,4,20.92,Cash,30-01-2021,Mall of Istanbul
I175076,C888007,Female,27,Food & Beverage,5,26.15,Cash,10-08-2022,Kanyon
I175077,C235042,Female,61,Souvenir,1,11.73,Cash,23-10-2021,Zorlu Center
I175079,C206637,Male,35,Technology,5,5250,Credit Card,01-01-2023,Metrocity
I175082,C330634,Male,24,Clothing,3,900.24,Cash,16-05-2021,Kanyon
I175083,C528442,Female,42,Shoes,4,2400.68,Credit Card,26-12-2021,Metrocity
I175090,C682555,Male,68,Books,2,30.3,Cash,17-12-2021,Kanyon
I175091,C175983,Male,40,Technology,2,2100,Credit Card,15-11-2022,Metrocity
I175092,C493997,Male,40,Clothing,3,900.24,Cash,27-07-2022,Viaport Outlet
I175094,C757473,Female,25,Clothing,5,1500.4,Credit Card,07-04-2022,Mall of Istanbul
I175096,C258727,Female,61,Shoes,4,2400.68,Cash,04-07-2022,Mall of Istanbul
I175099,C194080,Female,21,Toys,2,71.68,Cash,22-08-2022,Metrocity
I175108,C200091,Female,27,Clothing,2,600.16,Cash,25-07-2021,Zorlu Center
I175112,C160501,Female,50,Cosmetics,2,81.32,Debit Card,11-02-2023,Mall of Istanbul
I175121,C515067,Male,60,Food & Beverage,4,20.92,Debit Card,04-10-2022,Istinye Park
I175129,C188957,Male,39,Clothing,4,1200.32,Credit Card,15-06-2022,Forum Istanbul
I175130,C715295,Male,37,Food & Beverage,3,15.69,Cash,21-01-2023,Mall of Istanbul
I175131,C799132,Female,40,Cosmetics,2,81.32,Cash,26-05-2022,Metrocity
I175135,C566859,Male,59,Cosmetics,4,162.64,Cash,12-11-2021,Kanyon
I175137,C219004,Female,56,Toys,4,143.36,Cash,17-10-2022,Cevahir AVM
I175138,C670508,Male,51,Shoes,2,1200.34,Cash,21-06-2022,Mall of Istanbul
I175141,C296519,Female,42,Cosmetics,4,162.64,Cash,05-04-2021,Metropol AVM
I175143,C986782,Female,62,Cosmetics,1,40.66,Credit Card,05-12-2022,Metropol AVM
I175144,C332851,Female,53,Toys,4,143.36,Cash,23-12-2022,Metrocity
I175147,C171049,Female,58,Food & Beverage,1,5.23,Cash,23-12-2022,Metrocity
I175150,C337939,Male,32,Food & Beverage,2,10.46,Credit Card,02-02-2022,Istinye Park
I175157,C708610,Female,56,Food & Beverage,4,20.92,Credit Card,24-08-2021,Cevahir AVM
I175159,C160559,Male,61,Clothing,4,1200.32,Credit Card,10-07-2022,Zorlu Center
I175163,C388543,Female,69,Toys,3,107.52,Credit Card,05-08-2022,Mall of Istanbul
I175168,C161151,Female,69,Books,2,30.3,Debit Card,20-02-2021,Istinye Park
I175169,C750811,Male,60,Shoes,4,2400.68,Credit Card,03-01-2021,Metrocity
I175174,C301940,Male,44,Cosmetics,5,203.3,Debit Card,15-10-2021,Mall of Istanbul
I175179,C709888,Female,58,Clothing,5,1500.4,Credit Card,10-05-2021,Istinye Park
I175180,C215452,Female,25,Souvenir,3,35.19,Credit Card,05-05-2022,Kanyon
I175184,C722796,Female,21,Clothing,5,1500.4,Cash,02-02-2023,Mall of Istanbul
I175188,C122153,Female,55,Toys,5,179.2,Debit Card,11-01-2022,Kanyon
I175190,C173204,Female,51,Clothing,1,300.08,Credit Card,26-06-2021,Cevahir AVM
I175193,C207719,Female,38,Food & Beverage,5,26.15,Cash,10-01-2021,Mall of Istanbul
I175196,C500289,Female,62,Food & Beverage,4,20.92,Cash,22-02-2021,Mall of Istanbul
I175198,C300407,Female,20,Food & Beverage,5,26.15,Credit Card,04-02-2021,Kanyon
I175207,C156090,Female,47,Toys,5,179.2,Credit Card,08-01-2022,Kanyon
I175210,C599186,Female,66,Food & Beverage,2,10.46,Credit Card,10-04-2022,Forum Istanbul
I175212,C331128,Male,38,Shoes,1,600.17,Cash,28-09-2021,Zorlu Center
I175213,C211136,Male,63,Food & Beverage,5,26.15,Cash,17-01-2021,Mall of Istanbul
I175216,C423598,Female,32,Books,4,60.6,Credit Card,13-08-2021,Istinye Park
I175217,C253223,Female,58,Clothing,1,300.08,Debit Card,01-01-2022,Mall of Istanbul
I175218,C572833,Male,42,Clothing,2,600.16,Cash,14-10-2021,Mall of Istanbul
I175219,C163571,Female,31,Souvenir,5,58.65,Cash,06-01-2021,Kanyon
I175220,C550436,Male,69,Clothing,2,600.16,Cash,19-10-2022,Metropol AVM
I175224,C176736,Male,43,Shoes,2,1200.34,Cash,08-08-2022,Istinye Park
I175238,C741375,Female,28,Technology,3,3150,Cash,18-06-2021,Cevahir AVM
I175239,C302706,Female,32,Clothing,4,1200.32,Cash,09-11-2021,Istinye Park
I175240,C644269,Female,25,Clothing,1,300.08,Cash,29-11-2022,Kanyon
I175241,C224594,Male,20,Clothing,1,300.08,Debit Card,20-09-2022,Metropol AVM
I175243,C294790,Female,30,Cosmetics,4,162.64,Credit Card,20-02-2023,Istinye Park
I175245,C216267,Female,56,Shoes,2,1200.34,Credit Card,22-12-2021,Kanyon
I175253,C301783,Female,39,Clothing,4,1200.32,Cash,18-11-2021,Istinye Park
I175255,C284726,Male,40,Food & Beverage,5,26.15,Credit Card,27-12-2022,Kanyon
I175261,C227273,Female,27,Food & Beverage,2,10.46,Credit Card,03-10-2021,Zorlu Center
I175267,C149757,Male,51,Clothing,1,300.08,Debit Card,26-10-2022,Kanyon
I175270,C211771,Female,58,Souvenir,1,11.73,Cash,16-02-2021,Kanyon
I175271,C234233,Male,55,Clothing,4,1200.32,Cash,09-11-2021,Mall of Istanbul
I175272,C260753,Female,40,Cosmetics,1,40.66,Debit Card,11-02-2021,Kanyon
I175273,C236880,Male,33,Clothing,5,1500.4,Cash,07-01-2023,Mall of Istanbul
I175275,C910929,Female,42,Clothing,5,1500.4,Credit Card,17-12-2021,Mall of Istanbul
I175277,C242964,Female,62,Technology,5,5250,Cash,19-01-2023,Zorlu Center
I175281,C496084,Female,61,Souvenir,3,35.19,Cash,29-07-2022,Mall of Istanbul
I175285,C201484,Female,27,Food & Beverage,5,26.15,Credit Card,24-07-2021,Kanyon
I175286,C285178,Male,42,Food & Beverage,4,20.92,Cash,25-06-2021,Istinye Park
I175289,C146820,Male,63,Souvenir,1,11.73,Cash,04-03-2023,Forum Istanbul
I175296,C272746,Female,47,Food & Beverage,3,15.69,Credit Card,12-11-2022,Mall of Istanbul
I175305,C311085,Female,60,Cosmetics,3,121.98,Credit Card,20-04-2022,Zorlu Center
I175306,C736582,Female,67,Clothing,3,900.24,Debit Card,24-11-2022,Kanyon
I175308,C757652,Female,65,Clothing,4,1200.32,Cash,16-03-2022,Metrocity
I175309,C116114,Male,29,Food & Beverage,1,5.23,Credit Card,11-11-2022,Forum Istanbul
I175311,C140692,Female,50,Clothing,2,600.16,Debit Card,20-05-2021,Forum Istanbul
I175312,C253059,Female,27,Clothing,2,600.16,Cash,27-11-2021,Mall of Istanbul
I175315,C131851,Female,44,Food & Beverage,5,26.15,Credit Card,07-11-2021,Mall of Istanbul
I175318,C262436,Female,25,Shoes,5,3000.85,Cash,10-07-2021,Kanyon
I175320,C335307,Female,53,Clothing,3,900.24,Credit Card,05-02-2022,Zorlu Center
I175322,C216747,Female,60,Toys,4,143.36,Credit Card,13-03-2021,Istinye Park
I175325,C274129,Female,58,Clothing,2,600.16,Cash,16-03-2022,Viaport Outlet
I175326,C112400,Female,62,Clothing,2,600.16,Cash,03-01-2022,Metrocity
I175327,C177544,Female,33,Shoes,4,2400.68,Credit Card,12-02-2023,Mall of Istanbul
I175337,C234992,Female,61,Cosmetics,5,203.3,Cash,26-09-2022,Mall of Istanbul
I175347,C111225,Female,38,Cosmetics,4,162.64,Cash,20-01-2021,Mall of Istanbul
I175349,C332753,Female,63,Souvenir,1,11.73,Debit Card,01-04-2022,Kanyon
I175350,C220051,Female,48,Clothing,1,300.08,Cash,24-02-2021,Kanyon
I175357,C283855,Male,52,Shoes,4,2400.68,Debit Card,21-06-2022,Viaport Outlet
I175358,C100622,Male,23,Toys,2,71.68,Cash,22-03-2021,Forum Istanbul
I175365,C187849,Female,45,Food & Beverage,3,15.69,Debit Card,23-02-2022,Kanyon
I175369,C299361,Male,37,Clothing,4,1200.32,Credit Card,19-08-2021,Kanyon
I175371,C230465,Male,49,Shoes,4,2400.68,Cash,30-07-2022,Cevahir AVM
I175373,C736548,Female,36,Food & Beverage,3,15.69,Cash,03-08-2021,Metrocity
I175376,C296877,Male,29,Souvenir,1,11.73,Credit Card,29-08-2022,Emaar Square Mall
I175377,C324611,Female,26,Souvenir,1,11.73,Credit Card,28-11-2022,Kanyon
I175378,C279799,Male,53,Toys,4,143.36,Cash,18-04-2021,Emaar Square Mall
I175381,C140324,Male,48,Souvenir,1,11.73,Cash,31-12-2022,Kanyon
I175383,C351037,Female,24,Cosmetics,3,121.98,Credit Card,16-10-2021,Cevahir AVM
I175387,C836473,Female,69,Clothing,5,1500.4,Credit Card,28-09-2021,Mall of Istanbul
I175388,C311397,Female,57,Shoes,5,3000.85,Debit Card,23-11-2022,Mall of Istanbul
I175389,C207999,Male,39,Food & Beverage,5,26.15,Credit Card,07-09-2022,Kanyon
I175391,C187509,Female,33,Technology,3,3150,Credit Card,04-09-2022,Emaar Square Mall
I175393,C117573,Male,18,Shoes,4,2400.68,Credit Card,07-06-2022,Mall of Istanbul
I175395,C807804,Female,64,Shoes,4,2400.68,Cash,10-01-2021,Istinye Park
I175396,C173341,Female,23,Food & Beverage,1,5.23,Credit Card,06-03-2023,Mall of Istanbul
I175398,C117699,Male,38,Clothing,2,600.16,Debit Card,29-08-2022,Emaar Square Mall
I175399,C106184,Male,39,Clothing,3,900.24,Cash,14-02-2021,Mall of Istanbul
I175403,C275327,Male,55,Souvenir,5,58.65,Cash,01-01-2022,Istinye Park
I175406,C222835,Female,23,Toys,2,71.68,Cash,24-07-2022,Kanyon
I175407,C324138,Female,68,Books,4,60.6,Cash,24-11-2022,Mall of Istanbul
I175410,C334941,Female,57,Clothing,3,900.24,Cash,13-03-2021,Cevahir AVM
I175413,C271469,Female,30,Clothing,3,900.24,Credit Card,04-07-2021,Metropol AVM
I175414,C141555,Female,53,Clothing,4,1200.32,Credit Card,23-12-2021,Cevahir AVM
I175416,C170535,Female,33,Technology,4,4200,Cash,04-02-2021,Metrocity
I175420,C964934,Male,41,Food & Beverage,3,15.69,Debit Card,12-10-2022,Istinye Park
I175422,C114700,Female,68,Clothing,5,1500.4,Cash,09-06-2022,Kanyon
I175426,C292636,Male,30,Clothing,5,1500.4,Cash,14-11-2021,Viaport Outlet
I175427,C212050,Male,63,Shoes,4,2400.68,Credit Card,29-04-2022,Emaar Square Mall
I175432,C276966,Male,45,Souvenir,4,46.92,Debit Card,19-03-2021,Metropol AVM
I175433,C409213,Female,59,Clothing,2,600.16,Credit Card,17-01-2023,Viaport Outlet
I175441,C126396,Female,19,Food & Beverage,5,26.15,Cash,06-02-2022,Forum Istanbul
I175442,C261766,Male,54,Clothing,3,900.24,Cash,26-06-2021,Mall of Istanbul
I175444,C118381,Female,35,Shoes,5,3000.85,Cash,31-08-2022,Metrocity
I175447,C587549,Male,21,Toys,5,179.2,Cash,01-01-2023,Metrocity
I175448,C336462,Male,26,Souvenir,4,46.92,Debit Card,06-11-2021,Istinye Park
I175454,C335041,Male,20,Shoes,3,1800.51,Debit Card,05-02-2022,Metropol AVM
I175455,C118032,Female,32,Souvenir,3,35.19,Cash,12-08-2022,Metropol AVM
I175460,C246764,Male,41,Toys,1,35.84,Debit Card,19-11-2021,Viaport Outlet
I175461,C913425,Female,68,Food & Beverage,3,15.69,Cash,26-10-2022,Kanyon
I175462,C315307,Female,69,Clothing,4,1200.32,Debit Card,17-10-2021,Metrocity
I175466,C464213,Male,58,Food & Beverage,3,15.69,Debit Card,09-03-2021,Metrocity
I175470,C209123,Male,69,Clothing,2,600.16,Debit Card,07-09-2021,Mall of Istanbul
I175471,C126963,Female,38,Shoes,5,3000.85,Cash,03-01-2021,Mall of Istanbul
I175473,C654030,Female,51,Souvenir,1,11.73,Credit Card,08-09-2022,Mall of Istanbul
I175474,C149196,Male,18,Souvenir,3,35.19,Debit Card,28-02-2023,Metropol AVM
I175475,C661228,Female,44,Cosmetics,4,162.64,Credit Card,19-05-2022,Metrocity
I175487,C604536,Male,68,Food & Beverage,3,15.69,Debit Card,13-06-2022,Metrocity
I175492,C534810,Female,56,Clothing,4,1200.32,Credit Card,17-10-2021,Mall of Istanbul
I175495,C329502,Female,45,Clothing,3,900.24,Credit Card,31-05-2021,Istinye Park
I175501,C305717,Male,56,Technology,4,4200,Debit Card,24-06-2022,Kanyon
I175506,C321360,Male,55,Clothing,5,1500.4,Debit Card,02-01-2023,Metropol AVM
I175509,C954644,Female,56,Clothing,5,1500.4,Cash,02-04-2022,Zorlu Center
I175511,C170747,Male,26,Clothing,3,900.24,Cash,15-08-2022,Forum Istanbul
I175514,C155169,Male,55,Clothing,2,600.16,Cash,16-04-2022,Metrocity
I175517,C271831,Male,49,Shoes,5,3000.85,Debit Card,13-11-2022,Cevahir AVM
I175520,C475694,Male,40,Clothing,1,300.08,Credit Card,13-09-2021,Metrocity
I175521,C887255,Male,20,Food & Beverage,1,5.23,Cash,22-07-2022,Metrocity
I175526,C162340,Female,26,Clothing,2,600.16,Credit Card,20-11-2022,Metrocity
I175528,C114250,Female,42,Souvenir,2,23.46,Cash,01-11-2021,Metrocity
I175533,C297065,Female,62,Shoes,4,2400.68,Credit Card,02-05-2021,Zorlu Center
I175534,C127052,Female,36,Clothing,5,1500.4,Cash,17-03-2022,Mall of Istanbul
I175538,C222516,Female,27,Clothing,2,600.16,Cash,27-02-2022,Istinye Park
I175543,C260131,Female,61,Cosmetics,4,162.64,Credit Card,02-03-2023,Metropol AVM
I175546,C138487,Female,53,Toys,2,71.68,Credit Card,27-03-2021,Mall of Istanbul
I175547,C226419,Male,59,Cosmetics,2,81.32,Credit Card,15-02-2021,Zorlu Center
I175548,C332611,Male,31,Shoes,2,1200.34,Cash,27-10-2021,Mall of Istanbul
I175551,C962433,Male,57,Books,3,45.45,Cash,06-10-2021,Metropol AVM
I175552,C249975,Male,31,Souvenir,3,35.19,Debit Card,23-07-2021,Kanyon
I175556,C269148,Female,69,Shoes,3,1800.51,Credit Card,24-12-2022,Kanyon
I175557,C334705,Male,21,Cosmetics,4,162.64,Debit Card,20-06-2021,Mall of Istanbul
I175559,C136364,Female,55,Toys,1,35.84,Cash,24-03-2021,Metropol AVM
I175561,C289633,Female,55,Technology,3,3150,Cash,24-01-2023,Mall of Istanbul
I175566,C451286,Female,62,Clothing,1,300.08,Cash,29-06-2022,Mall of Istanbul
I175570,C218473,Female,21,Shoes,3,1800.51,Cash,16-01-2022,Mall of Istanbul
I175576,C304388,Female,22,Cosmetics,3,121.98,Cash,15-07-2021,Forum Istanbul
I175577,C233087,Female,33,Shoes,4,2400.68,Credit Card,23-01-2021,Mall of Istanbul
I175584,C183532,Female,23,Toys,5,179.2,Cash,13-11-2021,Metrocity
I175585,C809002,Female,26,Clothing,5,1500.4,Cash,13-01-2022,Mall of Istanbul
I175587,C235471,Female,32,Clothing,3,900.24,Cash,14-12-2021,Kanyon
I175589,C217936,Male,38,Clothing,2,600.16,Cash,14-07-2022,Mall of Istanbul
I175590,C317051,Male,44,Clothing,5,1500.4,Debit Card,12-06-2022,Kanyon
I175591,C130339,Male,54,Food & Beverage,3,15.69,Debit Card,15-07-2021,Metropol AVM
I175593,C150131,Female,48,Toys,2,71.68,Cash,23-12-2022,Mall of Istanbul
I175603,C131506,Female,32,Cosmetics,5,203.3,Debit Card,17-05-2022,Metropol AVM
I175604,C921227,Male,41,Clothing,5,1500.4,Credit Card,17-06-2022,Mall of Istanbul
I175607,C163963,Male,37,Clothing,5,1500.4,Cash,24-05-2021,Mall of Istanbul
I175611,C122250,Female,19,Clothing,2,600.16,Cash,11-02-2021,Forum Istanbul
I175614,C311595,Female,64,Toys,2,71.68,Cash,27-07-2022,Metropol AVM
I175618,C659667,Male,41,Clothing,5,1500.4,Credit Card,05-08-2021,Kanyon
I175619,C254674,Female,67,Clothing,5,1500.4,Credit Card,18-12-2022,Metrocity
I175620,C623513,Male,50,Food & Beverage,3,15.69,Cash,13-01-2022,Emaar Square Mall
I175623,C115053,Female,30,Clothing,4,1200.32,Debit Card,14-04-2021,Emaar Square Mall
I175624,C124382,Female,59,Shoes,1,600.17,Debit Card,17-02-2023,Metrocity
I175627,C335511,Male,40,Shoes,4,2400.68,Cash,22-05-2021,Kanyon
I175632,C214316,Female,41,Technology,3,3150,Cash,02-08-2021,Metropol AVM
I175636,C708832,Female,69,Toys,4,143.36,Debit Card,01-08-2021,Istinye Park
I175641,C498189,Male,25,Souvenir,4,46.92,Credit Card,31-03-2021,Metrocity
I175644,C603043,Male,41,Technology,3,3150,Cash,09-08-2022,Mall of Istanbul
I175653,C255376,Female,19,Clothing,2,600.16,Debit Card,11-08-2022,Mall of Istanbul
I175656,C579495,Male,21,Shoes,1,600.17,Credit Card,24-01-2023,Metrocity
I175657,C206366,Male,67,Clothing,5,1500.4,Cash,02-02-2021,Metropol AVM
I175658,C252471,Female,59,Food & Beverage,5,26.15,Debit Card,11-09-2021,Mall of Istanbul
I175665,C198066,Male,53,Cosmetics,2,81.32,Cash,20-06-2022,Metropol AVM
I175667,C126059,Female,40,Souvenir,3,35.19,Credit Card,16-11-2022,Kanyon
I175668,C208929,Male,28,Toys,4,143.36,Credit Card,04-04-2021,Kanyon
I175669,C228084,Female,67,Souvenir,2,23.46,Cash,10-10-2021,Mall of Istanbul
I175672,C633614,Male,25,Cosmetics,1,40.66,Credit Card,08-01-2022,Istinye Park
I175673,C325379,Male,48,Shoes,2,1200.34,Debit Card,13-05-2022,Zorlu Center
I175674,C153848,Female,68,Toys,5,179.2,Credit Card,16-02-2021,Metrocity
I175677,C140520,Male,28,Clothing,1,300.08,Debit Card,23-08-2022,Istinye Park
I175678,C492796,Female,22,Food & Beverage,3,15.69,Credit Card,11-08-2021,Kanyon
I175679,C386790,Female,45,Clothing,1,300.08,Debit Card,16-02-2021,Istinye Park
I175682,C910287,Female,27,Clothing,5,1500.4,Cash,15-06-2021,Metropol AVM
I175688,C259229,Female,30,Cosmetics,5,203.3,Debit Card,10-09-2022,Kanyon
I175689,C318369,Male,56,Technology,4,4200,Credit Card,12-04-2021,Zorlu Center
I175690,C589143,Male,69,Food & Beverage,5,26.15,Credit Card,16-02-2023,Istinye Park
I175694,C959630,Female,28,Books,5,75.75,Cash,30-05-2022,Zorlu Center
I175696,C794183,Female,18,Clothing,3,900.24,Cash,09-10-2021,Mall of Istanbul
I175701,C591691,Male,19,Clothing,5,1500.4,Credit Card,23-07-2021,Metrocity
I175703,C262235,Female,44,Clothing,5,1500.4,Cash,24-11-2022,Metropol AVM
I175709,C246122,Male,57,Clothing,4,1200.32,Credit Card,05-08-2022,Mall of Istanbul
I175712,C579387,Female,50,Books,4,60.6,Debit Card,07-08-2022,Mall of Istanbul
I175713,C120676,Female,53,Toys,5,179.2,Cash,17-07-2022,Forum Istanbul
I175718,C182693,Female,62,Cosmetics,1,40.66,Debit Card,09-02-2021,Viaport Outlet
I175719,C281599,Male,34,Toys,2,71.68,Credit Card,21-09-2021,Mall of Istanbul
I175721,C251154,Female,36,Toys,4,143.36,Credit Card,16-12-2021,Zorlu Center
I175726,C130682,Female,37,Clothing,2,600.16,Cash,16-07-2021,Metrocity
I175728,C314047,Female,31,Clothing,3,900.24,Credit Card,20-11-2021,Zorlu Center
I175737,C239569,Male,46,Shoes,3,1800.51,Credit Card,04-08-2022,Mall of Istanbul
I175739,C283580,Female,68,Books,5,75.75,Debit Card,02-11-2021,Forum Istanbul
I175741,C345995,Female,63,Food & Beverage,5,26.15,Credit Card,25-02-2021,Metrocity
I175742,C101537,Female,46,Clothing,4,1200.32,Cash,23-11-2021,Metrocity
I175743,C144634,Male,49,Cosmetics,2,81.32,Cash,04-02-2021,Istinye Park
I175744,C719376,Female,36,Clothing,5,1500.4,Credit Card,25-01-2021,Emaar Square Mall
I175746,C119045,Female,23,Clothing,5,1500.4,Cash,14-05-2022,Mall of Istanbul
I175747,C584413,Male,47,Toys,5,179.2,Debit Card,30-03-2022,Kanyon
I175748,C153663,Male,29,Toys,2,71.68,Credit Card,04-11-2021,Zorlu Center
I175749,C190027,Female,34,Food & Beverage,4,20.92,Credit Card,31-03-2022,Kanyon
I175750,C262063,Female,20,Food & Beverage,3,15.69,Credit Card,06-06-2021,Istinye Park
I175751,C223947,Male,26,Technology,1,1050,Cash,13-10-2021,Kanyon
I175752,C227851,Female,58,Food & Beverage,3,15.69,Cash,19-06-2022,Mall of Istanbul
I175754,C142205,Male,48,Cosmetics,4,162.64,Cash,24-02-2022,Forum Istanbul
I175756,C222242,Female,55,Cosmetics,3,121.98,Cash,20-03-2022,Istinye Park
I175764,C996668,Female,47,Cosmetics,3,121.98,Cash,21-04-2021,Emaar Square Mall
I175770,C896554,Male,63,Clothing,3,900.24,Cash,16-01-2023,Metrocity
I175773,C337731,Female,18,Books,2,30.3,Cash,23-06-2021,Metrocity
I175776,C166396,Female,48,Clothing,2,600.16,Credit Card,26-11-2021,Kanyon
I175777,C567884,Female,64,Shoes,4,2400.68,Debit Card,04-09-2021,Mall of Istanbul
I175779,C382765,Female,46,Food & Beverage,3,15.69,Cash,19-02-2023,Kanyon
I175788,C328080,Female,41,Shoes,1,600.17,Credit Card,06-03-2021,Mall of Istanbul
I175803,C271965,Male,36,Shoes,1,600.17,Cash,16-02-2021,Zorlu Center
I175804,C245504,Male,56,Cosmetics,3,121.98,Cash,10-09-2022,Mall of Istanbul
I175807,C139243,Male,19,Technology,1,1050,Cash,17-01-2022,Metropol AVM
I175813,C393958,Female,67,Toys,1,35.84,Credit Card,02-07-2021,Forum Istanbul
I175815,C417788,Female,53,Clothing,2,600.16,Cash,01-09-2022,Forum Istanbul
I175817,C211756,Female,64,Food & Beverage,1,5.23,Debit Card,25-05-2021,Kanyon
I175820,C305819,Male,41,Technology,2,2100,Credit Card,18-02-2022,Mall of Istanbul
I175824,C228255,Female,59,Toys,2,71.68,Cash,05-01-2022,Metropol AVM
I175832,C545772,Male,42,Shoes,2,1200.34,Credit Card,17-08-2022,Mall of Istanbul
I175835,C395308,Male,64,Food & Beverage,4,20.92,Credit Card,31-07-2021,Emaar Square Mall
I175836,C308815,Female,21,Food & Beverage,4,20.92,Credit Card,21-11-2022,Mall of Istanbul
I175840,C310841,Female,32,Clothing,3,900.24,Credit Card,28-08-2022,Kanyon
I175842,C264208,Female,41,Food & Beverage,3,15.69,Cash,03-02-2023,Kanyon
I175857,C325842,Female,55,Books,5,75.75,Credit Card,16-12-2022,Emaar Square Mall
I175866,C137679,Male,33,Cosmetics,1,40.66,Cash,24-09-2022,Forum Istanbul
I175871,C128561,Female,46,Cosmetics,2,81.32,Cash,17-09-2021,Metropol AVM
I175882,C182871,Male,46,Clothing,3,900.24,Credit Card,22-10-2021,Metrocity
I175888,C275610,Male,30,Shoes,3,1800.51,Credit Card,02-01-2021,Mall of Istanbul
I175890,C206859,Male,38,Food & Beverage,1,5.23,Cash,06-08-2021,Kanyon
I175895,C240814,Female,27,Shoes,4,2400.68,Cash,23-04-2022,Kanyon
I175903,C276481,Male,40,Cosmetics,4,162.64,Credit Card,14-01-2021,Emaar Square Mall
I175905,C337706,Female,66,Clothing,4,1200.32,Credit Card,22-02-2023,Forum Istanbul
I175906,C107155,Male,57,Cosmetics,4,162.64,Credit Card,17-04-2022,Mall of Istanbul
I175908,C544552,Female,63,Clothing,2,600.16,Cash,13-02-2022,Mall of Istanbul
I175910,C667452,Male,60,Food & Beverage,2,10.46,Cash,04-10-2022,Kanyon
I175919,C277987,Female,27,Shoes,1,600.17,Cash,24-11-2021,Metrocity
I175923,C274628,Female,29,Toys,3,107.52,Debit Card,14-09-2021,Kanyon
I175929,C194930,Female,24,Toys,5,179.2,Debit Card,23-03-2021,Metrocity
I175931,C503857,Female,62,Technology,1,1050,Credit Card,19-12-2021,Kanyon
